TransactionId,UserId,Date,Location,Amount,HaveReceipt
5996,1,12/22/2015,Leshan,1614.1,true
2549,9,11/16/2011,Kuma,7193.65,false
3835,1,7/28/2013,Quintas,8249.11,false
226,1,4/16/2012,Bulan,2759.31,true
1405,4,7/1/2011,Årsta,3187.63,true
4387,9,2/10/2012,Vincennes,3418.24,false
7659,9,9/11/2016,Campo Quijano,3789.88,false
6631,3,10/1/2019,Aţ Ţawīlah,9153.11,false
4039,5,1/1/2017,Xiangzhu,6893.09,true
6322,9,8/22/2015,Skhira,4571.96,false
1123,1,1/14/2016,Kabukarudi,9542.9,false
8226,8,9/8/2016,Ban Lam Luk Ka,4196.5,false
4273,8,5/30/2018,Akaki,5956.09,true
7165,8,11/6/2018,Qiaoxia,9603.94,false
1729,3,12/15/2013,La Clotilde,2577.79,true
4642,10,10/16/2018,Krajan Ngerdani,394.06,false
9157,5,12/25/2014,Taman,1252.23,true
5164,10,9/4/2017,Eman,8608.86,false
4450,10,9/13/2019,Pirassununga,686.36,false
9517,2,5/30/2018,Oeiras,3597.24,true
7536,2,9/29/2012,Öldziyt,9350.94,true
7422,7,6/2/2013,Arsen’yev,3599.58,false
1241,10,1/16/2015,Lokoja,3733.09,false
9305,2,12/21/2019,Nikopol’,7886.78,true
4849,8,10/17/2015,Tengqiao,5235.97,false
6700,4,9/21/2014,Hehe,4789.99,true
2936,6,7/10/2019,Cabo,1546.02,false
7967,9,6/20/2012,Totok,5738.37,true
6856,9,11/16/2016,Lukou,8334.35,true
9759,5,7/26/2010,Bagong Sikat,7494.51,false
229,5,1/20/2013,Österbybruk,1313.26,false
6692,6,11/19/2016,Junqueiro,8653.17,true
2236,5,4/15/2019,Cuenca,3063.37,false
318,5,9/10/2014,Nogueira,7555.15,false
1321,2,8/17/2010,Rudnya,9361.51,false
1508,7,3/22/2014,Nangalimang,7994.66,true
6030,6,11/26/2015,Vília,9703.54,false
7439,7,12/24/2013,Pucara,1755.56,false
8552,4,4/5/2012,Domartang,3589.47,true
4883,3,6/9/2019,Penglai,8934.74,false
4272,2,12/13/2013,Marcabamba,2103.9,false
5659,5,9/3/2013,Pridonskoy,1431.04,false
4922,1,6/8/2016,Sandefjord,9229.38,false
1392,6,6/13/2018,Arroyo Seco,3271.5,true
8895,9,10/23/2019,La Mohammedia,2991.66,true
2034,8,12/12/2013,Mniszków,1212.78,false
5845,4,2/6/2017,Hüremt,5281.65,true
2784,4,9/6/2017,Mahendranagar,6829.47,false
3912,3,2/20/2011,Vinica,9888.04,true
289,6,5/22/2015,Palestina,6256.56,false
9611,1,3/16/2010,Ekenäs,122.34,true
2320,7,11/8/2019,Jinhu,4609.25,true
3096,10,1/23/2015,Kremidivka,8684.59,false
6324,2,8/24/2019,Qinhong,3460.49,false
2173,6,8/6/2019,Bolekhiv,5913.41,false
6400,5,9/29/2011,Cañaveral,595.07,false
8094,9,9/12/2018,Thị Trấn Nguyên Bình,5519.36,false
4184,6,3/7/2019,Kermānshāh,9673.27,false
4726,8,2/24/2019,Leśnica,2227.25,false
5629,10,11/12/2016,Hamburg,5066.26,true
9281,5,2/20/2013,Mella,5198.49,true
1992,6,4/28/2013,Regimin,1840.89,true
3317,8,4/28/2018,Criação Velha,3918.64,true
5187,5,3/6/2018,Sorang,1750.7,true
9835,6,4/13/2016,Licheng,7240.06,false
1184,1,6/28/2010,Metz,2927.75,true
6196,10,11/29/2017,Manaus,1883.82,false
1543,6,6/9/2012,Bolesławiec,3292.44,false
7584,8,1/15/2012,Yanggu’ao,3399.69,false
8707,10,8/27/2013,Songkan,1860.07,true
6203,8,10/29/2014,Ma’an,9662.54,false
9718,4,11/12/2018,Picassinos,6225.46,true
426,3,1/11/2017,Xubu,9811.96,false
3121,2,11/3/2015,Youxi,3334.28,true
1762,6,5/1/2013,Shumyachi,8426.96,false
255,7,9/4/2011,Santa Cruz,6439.69,true
4364,2,5/31/2017,Hadabei,5627.75,true
5896,2,5/13/2019,Silca,4933.4,false
4697,6,7/29/2018,Malausma Kidul,7949.02,true
4100,9,6/18/2015,Rząśnik,7510.17,true
925,5,10/4/2013,Sali,8340.21,false
1632,2,4/10/2016,Staryy Saltiv,6693.1,true
7479,5,10/13/2016,Tatebayashi,9146.05,true
7221,1,10/18/2017,Puzi,5455.59,false
719,7,5/20/2018,Korkino,2155.97,false
8942,8,12/22/2019,Phetchaburi,8409.98,true
5719,2,4/16/2016,Tingsiqiao,418.01,true
7857,7,11/7/2010,Huangge,5349.5,false
1191,7,2/17/2012,Batgrām,7566.19,true
2426,7,7/23/2013,‘Awaj,967.62,false
4016,9,1/5/2012,Huaqiao,5608.61,false
9667,4,2/27/2014,Berck,4923.19,true
6539,6,2/13/2020,Xiluo,3982.18,true
6768,10,8/20/2014,Quốc Oai,339.51,true
7885,8,2/17/2016,Tuateta,9545.77,true
3846,4,12/28/2011,Jialu,4661.95,false
8180,9,9/25/2013,Rumyantsevo,7255.98,false
3336,1,3/24/2017,Donja Mahala,669.4,true
9298,5,11/29/2015,Fort Smith,5947.92,true
2270,3,10/21/2012,Jingtou,3175.42,false
1413,6,5/15/2010,Jin’an,8492.76,true
4325,3,5/30/2014,Capacho Nuevo,2897.39,false
6731,1,7/9/2018,Jiulongshan,5614.13,true
5477,2,7/26/2016,Tilmi,4707.78,true
7178,1,1/21/2017,Bol’shoy Karay,8468.17,false
7935,10,6/26/2015,Tumba,2202.54,true
3284,4,8/19/2012,Králův Dvůr,539.65,true
8237,2,5/4/2017,Hilversum,6325.7,true
94,3,12/6/2016,Shaowu,201.44,false
6524,8,8/20/2012,Punata,4810.45,true
5747,4,6/20/2013,Morada Nova,1068.17,true
1528,9,11/22/2010,Ōno-hara,4813.94,false
3782,5,3/10/2017,Sérvia,5187.41,false
6592,8,6/5/2015,Ash Shaykh Zuwayd,8555.39,true
6924,4,11/16/2012,Ocoruro,8942.69,false
8870,9,8/10/2013,Baculin,4633.61,false
9833,4,8/20/2018,Nerópolis,8749.52,false
8773,9,9/27/2011,Salon-de-Provence,7512.78,true
80,1,3/12/2010,Ginebra,9189.49,true
6207,2,10/11/2018,Kanália,2250.9,false
340,1,10/24/2013,Créteil,341.48,false
6018,8,8/25/2018,Berekum,3951.89,true
8692,7,8/22/2013,Kuantan,3128.93,false
2117,9,8/1/2013,Keroak,9605.73,true
6308,9,10/9/2011,Chervone,4065.57,false
8353,9,7/16/2016,Saint-Augustin-de-Desmaures,3636.42,false
6806,9,5/12/2019,Sosnovyy Bor,3892.12,true
9252,3,5/31/2013,Kliteh,3966.99,false
9126,7,5/20/2017,Yanbei,2753.28,true
1658,5,6/12/2017,Krajan,9886.15,true
6363,1,7/1/2018,Turmi,8980.52,true
8171,7,9/8/2013,Metapán,6689.51,true
9336,5,9/17/2012,Nzeto,7568.59,true
7439,9,6/23/2014,Pulosari,1537.82,true
6479,7,4/29/2011,Araguaiana,2121.02,true
4054,5,7/30/2018,Cergy-Pontoise,4561.4,false
701,3,7/4/2012,Montigny-lès-Metz,7392.22,false
1448,9,9/19/2018,Ílion,167.91,true
7757,3,5/25/2010,Milton,8408.3,true
4517,7,6/25/2012,Saint-Leu-la-Forêt,8994.86,true
6321,7,4/9/2013,Hefu,2696.89,false
50,4,6/5/2012,Bemposta,7346.25,true
1814,8,5/1/2014,Baoji,5338.05,false
208,2,11/22/2015,Hukeng,7869.06,false
9235,8,10/22/2016,Kabare,7648.82,true
4809,10,3/22/2019,Beslan,2897.82,false
5383,7,4/22/2019,Hualin,5532.94,true
4972,10,4/5/2010,Bodø,6895.98,false
8981,2,9/11/2019,Adolfo Lopez Mateos,5545.56,false
8490,6,6/13/2019,Sumuranyar,1691.34,false
4187,8,10/27/2014,Konotop,733.29,true
8613,9,6/3/2012,Yuzhou,8150.4,false
8398,8,1/10/2014,Bungoma,5919.82,false
2257,2,9/28/2013,Nazran’,6443.11,false
1778,7,2/19/2013,Xizhong,4858.42,true
9587,9,8/20/2016,Carpenter,676.85,true
7544,10,4/18/2019,Rawaapu,8474.04,false
5389,6,2/12/2019,Yanling,8166.91,true
3213,6,5/26/2012,Yemva,6931.65,true
1736,7,2/4/2018,Krasnoye,5128.88,true
923,3,5/4/2011,Locminé,5398.66,true
973,1,1/8/2014,Kilkís,277.29,false
3591,4,8/1/2019,Jiuhua,1281.94,false
7151,7,3/26/2019,Norberg,2208.53,false
7876,1,8/21/2010,Qingguang,29.84,false
3019,8,8/15/2012,Żernica,66.89,false
4116,8,2/18/2012,Ventanas,652.77,false
6114,10,10/1/2011,Paris 08,8233.37,true
8045,2,10/17/2013,Cimuncang,7583.15,true
742,1,2/14/2014,Glasnevin,3439.9,false
4545,9,7/24/2011,Khotynets,9115.62,false
4830,4,7/15/2016,Teseney,5011.49,false
9634,5,8/17/2012,Dake,3625.78,false
2586,1,4/7/2016,Dingdian,1379.24,true
2544,5,4/25/2010,Kogon,3462.49,true
2862,3,5/16/2011,Muhoroni,7853.27,false
5824,8,12/13/2013,Lazaro Cardenas,9166.35,true
778,3,12/9/2017,Nong Hi,4155.89,true
6243,4,4/19/2018,Luzern,4571.9,true
9643,4,2/28/2018,Lewokluok,5124.09,true
2321,10,1/22/2012,Ubatuba,5475.69,true
989,10,6/11/2014,Estique,523.33,false
3698,8,5/17/2017,Bembèrèkè,8259.9,false
9298,2,5/31/2014,Malczyce,5702.18,true
7563,1,10/21/2016,Champaign,6574.6,false
1391,8,9/12/2010,Beni,4270.27,true
4692,2,11/30/2015,Villa Nueva,8167.58,true
8097,2,9/16/2015,Sumberkenanga,4801.06,true
5171,1,6/20/2010,Dzyarzhynsk,7383.56,false
2577,3,10/20/2011,Poligny,9863.04,false
9187,4,8/14/2012,Vydreno,3761.18,true
3299,6,6/20/2013,Tokarnia,9704.15,false
4428,8,4/2/2014,Long’an Chengxiangzhen,4055.82,true
7684,3,9/6/2017,Lahuaytambo,1853.47,true
5779,6,10/28/2015,Spokoynaya,8649.22,true
4666,9,1/28/2019,Conroe,7250.49,true
4037,5,5/7/2012,Göteborg,3123.27,true
9861,10,6/2/2018,Guali,8974.15,true
7599,10,8/16/2017,Metz,4552.04,true
2848,10,5/3/2012,Linggamanik,7009.64,false
1682,4,10/11/2015,Nanortalik,1463.97,true
7963,10,2/28/2012,Mangga Dua,5617.9,true
8295,8,10/30/2010,Tolotangga,3286.77,true
173,6,12/30/2019,Núi Đối,4465.55,false
4261,8,6/13/2018,El Ksour,5585.98,false
7888,10,3/6/2014,São Paio Merelim,5820.72,true
8965,6,1/29/2012,Vallecillo,6574.04,false
1139,10,9/3/2018,Longkali,7655.09,true
