TransactionId,UserId,Date,Location,Amount,HaveReceipt
24,64,1/17/2008,Stéphanie,4.91,false
36,44,5/13/1996,Maï,53.31,false
52,71,12/21/2012,Marylène,82.12,true
74,76,12/7/2001,Léonie,19.15,false
63,61,9/23/1991,Estée,96.73,true
55,79,1/4/2013,Gaëlle,9.25,false
80,65,11/24/2007,Mélinda,8.87,true
73,90,11/29/2002,Styrbjörn,8.0,false
34,71,8/31/2000,Nadège,61.12,false
63,28,12/18/2012,Illustrée,85.32,true
67,26,4/1/1997,Anaé,88.87,false
14,70,8/23/2010,Yénora,77.37,true
53,13,9/16/2002,Léa,49.6,true
40,60,2/9/2007,Nuó,81.81,false
39,74,5/9/1994,Béatrice,99.18,true
95,94,3/8/2006,Dorothée,55.55,true
99,46,11/24/1991,Maïlys,94.04,false
72,73,6/28/2004,Aloïs,60.24,true
39,70,7/25/1992,Cunégonde,49.22,false
64,34,1/27/2018,Célestine,82.83,true
23,5,1/27/2009,Loïc,4.09,false
68,6,2/20/2016,Annotée,4.32,false
25,47,4/24/2002,Léonie,21.07,false
63,12,5/1/2013,Maïly,38.68,false
83,40,6/26/1990,Marie-thérèse,38.84,true
70,56,4/25/2008,Naéva,24.15,true
5,63,3/7/2010,Réservés,21.62,false
91,68,6/20/2000,Kuí,67.66,true
13,29,1/21/1995,Andrée,75.87,true
69,79,5/6/2000,Athéna,96.66,true
6,56,3/8/1996,Lài,26.49,false
52,27,8/29/1992,Åslög,38.65,true
10,36,2/5/1993,Josée,24.03,true
40,46,10/5/2004,Thérèse,40.24,true
63,74,2/16/1999,Ráo,70.86,true
43,45,12/21/2012,Clémentine,83.74,true
81,74,4/19/2010,Marie-noël,13.28,true
75,42,12/20/2000,Bénédicte,72.28,true
61,71,9/11/2009,Kù,20.14,false
21,33,1/16/2019,Hélène,34.61,true
25,63,1/22/2018,Dù,86.3,true
15,53,4/10/2016,Ruì,47.4,true
26,85,3/17/2014,Marlène,50.63,false
25,53,5/1/2004,Mélia,63.52,true
64,38,10/12/2008,Björn,29.45,true
72,11,7/10/2009,Stéphanie,67.57,true
97,83,4/19/2018,Angèle,58.59,false
54,34,8/10/2005,Cléa,13.11,false
23,63,1/12/1992,Michèle,62.13,true
20,69,4/17/1994,Liè,1.3,false
10,97,11/1/2010,Åsa,22.73,true
56,80,10/13/2004,Jú,12.57,false
52,6,11/29/2004,Aí,36.17,true
83,61,10/8/2011,Andrée,90.81,true
82,37,4/12/2004,Mårten,3.57,false
62,61,4/15/2011,Frédérique,55.87,true
63,27,10/21/1990,Chloé,65.77,true
90,83,6/1/2012,Pò,25.7,true
46,90,12/22/1994,Yénora,84.22,true
26,54,7/21/1999,Estève,59.99,true
63,68,6/17/1993,Bérénice,8.2,true
88,57,9/16/2006,Maëlann,9.53,true
39,8,11/19/2003,Marie-noël,5.51,true
55,96,2/26/1995,Ráo,21.42,true
64,75,5/20/1995,Irène,35.95,false
53,74,4/2/2019,Thérèse,63.98,false
35,73,8/18/2001,Ophélie,98.73,false
26,37,9/2/1991,Cléa,40.39,true
63,71,7/26/2008,Mégane,97.81,false
98,64,12/14/1994,Géraldine,34.76,false
14,76,4/1/2012,Táng,45.28,false
71,90,3/15/1992,Mén,12.54,true
17,95,6/8/2008,Håkan,88.41,false
60,3,10/19/1990,Célia,94.59,true
95,8,8/2/1992,Yú,6.35,true
98,92,9/2/1998,Nuó,24.34,false
59,66,9/15/2010,Mélodie,28.67,true
95,88,6/3/1996,Bénédicte,11.84,true
84,26,12/17/1998,Pål,38.72,false
74,15,4/15/1991,Bérénice,69.01,false
27,74,3/15/1998,Réservés,60.89,false
49,95,6/6/2001,Cécilia,75.24,false
99,55,5/4/1995,Méng,57.5,true
58,94,8/15/2017,Réjane,19.99,false
97,25,5/23/2004,Östen,27.52,false
29,66,8/29/2010,Michèle,44.57,false
54,27,9/3/2014,Méthode,83.94,true
93,24,9/1/1992,Gaïa,98.53,true
58,83,3/3/2014,Lèi,13.83,true
33,68,11/28/2016,Publicité,36.7,false
33,42,9/7/2003,Maïly,35.98,false
78,25,3/31/2019,Eléonore,34.35,true
59,16,9/8/2011,Joséphine,66.32,true
73,97,8/23/2004,Amélie,85.32,true
77,44,9/22/2013,Mén,56.47,false
52,64,5/16/2004,Anaïs,60.57,false
99,12,1/3/1997,Clémentine,82.92,false
29,94,11/8/1991,Alizée,9.26,false
47,29,3/17/2010,Maëlle,5.21,true
54,100,1/2/2015,Géraldine,99.06,false
49,69,5/29/1991,Aloïs,14.36,true
20,34,8/22/2008,Aimée,38.77,false
64,24,6/3/2000,Gwenaëlle,68.18,true
40,96,3/23/2008,Anaël,85.43,true
41,32,1/19/2002,Valérie,17.44,true
16,87,10/31/2002,Andréa,83.21,true
37,97,3/29/2018,Maï,2.9,false
14,79,4/8/2008,Clélia,6.99,true
68,7,7/5/2002,Mélissandre,18.59,false
16,30,8/29/1993,Stéphanie,90.77,true
30,71,11/25/2014,Wá,70.43,false
35,55,9/22/1998,Magdalène,80.34,false
45,74,4/16/2015,Solène,63.23,true
30,34,10/25/2008,Kallisté,55.97,true
70,8,11/22/1990,Cléa,99.6,false
25,90,9/9/2019,Clémence,69.85,true
65,44,8/17/2011,Mårten,60.37,false
97,41,1/12/2013,Publicité,40.77,true
72,46,5/24/2011,Célestine,47.51,false
86,73,8/29/1993,Maéna,5.54,true
69,57,5/27/1990,Miléna,10.66,false
2,25,7/26/2018,Märta,90.08,true
8,18,5/30/2010,Estève,31.71,true
51,68,2/25/2019,Régine,67.89,true
20,38,1/11/2005,Mélys,23.18,false
74,60,3/26/2007,Naëlle,16.4,true
32,41,1/23/2015,Táng,13.53,false
97,15,3/17/2009,Maéna,82.75,true
14,41,2/3/2019,Naëlle,71.77,true
74,33,2/26/2003,Åslög,58.92,true
52,92,3/13/2004,Laurène,25.4,false
50,57,3/24/2013,Torbjörn,87.93,true
8,55,12/16/1993,Andréanne,16.75,true
46,52,9/6/2019,Audréanne,60.54,true
51,85,8/31/2001,Geneviève,14.8,true
62,61,7/27/2009,Kallisté,2.96,false
13,73,4/6/2015,Célia,5.81,false
33,37,9/12/2014,Erwéi,39.47,true
71,94,1/1/2017,Edmée,71.97,true
33,40,6/24/2013,Mà,11.1,true
3,97,6/22/1999,Cécile,82.96,false
92,34,8/21/2000,Maëlys,90.87,false
63,87,8/3/1998,Marie-françoise,39.88,false
13,82,3/21/1998,Célia,63.65,false
21,29,8/30/2018,Östen,9.03,false
49,90,10/27/1990,Frédérique,82.16,false
54,43,2/3/1992,Östen,47.56,true
72,39,8/14/1992,Lauréna,59.99,false
56,84,6/8/2001,Kuí,13.6,true
26,27,3/20/2012,Lóng,26.34,true
83,58,8/10/2001,Annotée,70.34,false
99,57,8/21/1996,Måns,14.96,true
20,68,8/27/2011,Clémentine,65.4,false
6,15,6/29/1997,Aloïs,66.18,false
81,49,1/24/2004,Sòng,30.94,true
23,77,5/29/1996,Mélissandre,64.72,true
91,60,9/29/1996,Faîtes,45.68,false
38,6,3/22/2014,Stévina,52.57,false
71,25,6/30/1990,Léone,76.38,false
82,66,9/3/1990,André,61.25,true
6,91,12/18/1996,Cunégonde,7.86,true
35,20,4/22/1996,Géraldine,55.91,true
25,88,10/13/2004,Yénora,3.64,true
46,23,3/29/2008,Françoise,68.72,true
4,7,3/18/1992,Pål,7.28,false
93,88,12/14/2008,Maëlann,52.19,true
18,48,8/10/2018,Anaël,90.36,false
19,34,12/13/1997,Ophélie,76.47,false
64,32,3/10/2016,Tú,56.92,true
20,88,6/30/2005,Maïlys,76.21,false
91,11,4/26/1994,Maï,25.74,true
70,19,11/10/1992,Pål,65.52,false
79,75,7/15/2008,Danièle,71.71,true
31,93,8/16/2002,Personnalisée,88.81,false
90,3,11/18/2003,Intéressant,22.75,false
82,35,2/12/2009,Léone,66.68,true
41,59,6/4/2019,Méng,61.65,true
99,41,9/5/2005,Mylène,58.37,false
87,5,3/18/2013,Maëlyss,70.34,false
93,3,11/6/2012,Clélia,5.12,false
8,99,6/16/1996,Intéressant,24.1,true
28,93,1/27/2019,Sélène,41.61,true
1,42,4/19/2001,Clémentine,26.17,false
49,47,10/11/2009,Thérèsa,40.4,true
22,48,8/10/2001,Ráo,36.51,true
29,88,4/24/2017,Michèle,37.02,true
3,94,12/5/2008,Mahélie,78.52,false
62,59,2/26/2009,Loïc,47.68,false
97,11,12/28/2006,Zhì,65.52,true
93,97,5/23/1997,Anaé,17.82,true
50,93,1/13/1998,Annotée,3.13,false
31,76,9/8/1992,Anaëlle,98.0,true
47,42,1/27/2020,Personnalisée,33.06,true
85,73,2/18/1997,Judicaël,18.47,false
17,70,1/30/1996,Maëly,24.2,false
51,92,9/2/1997,Marie-thérèse,62.23,true
4,93,11/17/1990,Léone,57.91,true
93,37,4/18/2005,Gwenaëlle,74.02,false
87,44,4/17/2012,Görel,67.26,true
2,74,8/31/1997,Camélia,33.7,false
20,25,6/13/2000,Björn,28.02,false
56,79,11/10/2016,Zhì,98.15,false
44,89,8/24/2000,Irène,13.37,true
32,25,7/2/1995,Gaëlle,28.45,true
20,93,1/14/2007,Gisèle,63.25,false
3,97,3/6/2019,Félicie,82.9,true
38,47,10/6/1991,Gisèle,16.31,true
92,73,9/30/1993,Andrée,62.52,true
22,19,11/30/1993,Athéna,30.78,false
92,44,10/11/2009,Bérénice,60.53,false
54,39,12/5/2007,Loïc,57.5,false
67,87,11/10/2013,Agnès,5.74,true
59,67,1/6/2005,Yú,22.03,false
59,25,3/31/2002,Maéna,42.47,true
59,7,7/20/2001,Nuó,16.84,false
67,55,4/8/2009,Kévina,14.24,true
99,22,2/22/2007,Björn,46.69,false
39,27,2/3/2013,Léonore,6.55,false
78,43,11/13/1994,Maëline,78.02,true
84,33,2/13/2018,Séréna,43.43,true
48,89,11/10/2010,Aimée,32.46,false
44,19,9/9/1990,Ruò,40.14,false
24,71,4/29/1998,Yóu,35.25,true
14,83,8/18/2013,Almérinda,83.97,false
92,6,10/4/1991,Lauréna,39.83,true
46,33,2/28/2012,Pål,30.92,true
70,31,1/9/2013,Danièle,86.94,false
14,49,12/12/2013,Estée,43.82,true
16,94,9/2/1999,Laurène,57.6,false
48,48,4/27/2003,Célestine,58.07,false
98,83,3/19/1995,Geneviève,7.53,false
70,15,10/18/1997,Åsa,90.9,false
59,60,12/21/2000,Géraldine,4.77,true
70,59,9/16/2019,Anaïs,62.64,false
33,60,1/2/1994,Audréanne,72.16,false
98,78,8/9/2008,Océane,74.29,false
75,86,1/31/1994,Simplifiés,86.85,true
86,22,1/20/2013,Laïla,5.03,false
62,13,8/2/2014,Félicie,7.56,true
49,14,10/27/1999,Bérangère,53.36,false
70,100,8/16/1997,Léonie,31.37,false
77,5,11/10/2009,Mà,42.92,true
54,95,7/6/1996,Athéna,44.64,false
10,55,9/22/1999,Hélèna,85.7,true
83,40,9/28/2009,Michèle,28.58,true
28,61,7/4/2002,Åslög,63.4,false
23,88,7/25/1997,Pénélope,65.22,false
60,29,6/19/2015,Edmée,25.14,true
92,50,5/15/2014,Rachèle,42.36,true
9,10,5/23/2012,Hélène,14.92,false
18,83,6/4/1996,Dafnée,62.75,false
38,84,11/2/1990,Thérèse,56.75,false
49,60,1/15/2016,Maïlis,18.26,false
53,2,5/18/1997,Håkan,31.2,false
40,78,3/24/2000,Renée,54.42,true
84,40,1/24/2017,Mélys,13.45,false
67,6,1/6/2002,Cunégonde,28.37,true
37,43,10/27/2008,Zhì,33.78,false
75,1,10/1/2002,Séréna,82.38,true
96,80,8/15/2006,Anaïs,80.36,false
42,11,10/8/1999,Angèle,8.95,false
54,62,1/17/2005,Marylène,63.09,true
8,2,4/19/2004,Andréa,29.67,true
80,17,4/11/2012,Cunégonde,61.53,true
90,4,6/20/2001,Aimée,11.45,true
75,51,3/14/1995,Göran,86.14,true
24,63,3/22/1997,Géraldine,99.63,false
27,27,12/13/2014,Géraldine,17.48,true
36,10,3/22/2015,Eugénie,44.42,false
72,37,7/26/2001,Kù,18.39,false
51,11,9/23/2001,Agnès,58.22,true
52,23,9/23/2000,Edmée,6.27,false
42,100,9/1/2002,Audréanne,15.54,true
41,95,5/28/2016,Åsa,97.51,true
31,28,12/30/2016,Nadège,65.98,false
69,38,4/26/1996,Lóng,91.96,true
61,43,11/28/2018,Dorothée,86.6,false
72,9,1/17/2011,Marie-françoise,3.77,false
92,88,2/26/1998,Maéna,3.0,false
54,60,5/27/2006,Styrbjörn,3.49,false
64,66,5/2/1998,Mélys,56.73,false
38,36,5/17/1992,Marie-thérèse,53.97,false
2,18,9/27/2012,Chloé,97.43,true
52,74,2/16/2007,Méryl,11.56,true
4,72,3/7/1998,Mårten,73.25,true
84,35,10/5/2019,Méline,60.44,false
57,63,7/28/2006,Mårten,73.15,false
97,35,9/18/2008,Zhì,86.63,true
10,25,7/13/2015,Célestine,14.27,false
56,68,3/11/2015,Méng,32.79,false
74,87,12/20/1994,Laïla,13.28,false
40,91,11/3/2014,Gisèle,17.86,false
81,45,7/23/2012,Uò,45.29,false
2,39,8/3/1994,Renée,47.68,false
23,87,5/9/2007,Åke,35.95,true
91,20,1/5/2014,Daphnée,93.04,true
50,67,8/29/2000,Tán,26.08,true
19,20,4/4/2010,Jú,56.21,true
84,14,7/4/1999,Estève,9.36,false
9,81,5/21/1990,Lyséa,53.84,false
71,27,7/27/2003,Illustrée,53.28,true
29,95,11/19/1991,Bérangère,85.38,true
19,61,9/29/2001,Görel,44.36,true
63,55,7/30/1997,Salomé,57.96,true
30,86,9/30/2019,Audréanne,21.7,true
29,47,11/14/1998,Angélique,71.82,true
